avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,deathRate
1195,510,445.6,41147,254308,21.2,55.05135505,"(40362.7, 42724.4]",35.9,35.1,37.1,"Jefferson County, Texas",2.53,43.6,17.2,34.8,42.1,5.8,33.3,13,51.7,8.8,54.7,43.3,38.8,33.1,20.5,58.13573666,33.61147142,3.489512481,2.555838527,41.36584844,5.814864465,187.7
120,46,424.1,58419,23813,8.9,0,"(54545.6, 61494.5]",42.9,42.1,43.4,"Iowa County, Wisconsin",2.43,58.7,9.9,50.1,,5.3,36.3,15.5,,4.7,76.2,60.9,54.1,31.4,15.3,96.97084438,0.412301738,0.593209643,0.824603475,56.25967592,5.031948882,157
106,41,458.7,51304,23495,16,0,"(51046.4, 54545.6]",36.5,36.6,36.4,"Plaquemines Parish, Louisiana",2.7,52.2,20.6,28.2,,3.1,39.3,10.2,54.2,4.7,67.4,55.5,39.7,29,18.4,69.24869698,20.93309039,3.288274927,2.18229586,51.06802879,6.549831829,180.7
55,25,456.5,52662,9870,12.5,0,"(51046.4, 54545.6]",39.1,39.2,39,"Love County, Oklahoma",2.98,54.4,20.2,46.4,32.3,1.1,42.5,10.2,54.6,4,61.2,45.9,39.5,37.3,20.1,84.0008279,1.893821794,0.734761461,2.50439822,59.27545284,4.884922499,200.2
244,114,416.7,51199,54648,12.1,18.29893134,"(51046.4, 54545.6]",38.5,37.2,39.7,"Grady County, Oklahoma",2.7,56.4,21.5,38.9,,3.8,37.7,12.7,57.4,4.3,64.5,49.6,42.9,32.2,17,85.5051108,2.109602328,0.302171156,1.359770201,57.50165909,4.518903132,193.7
480,225,466.1,41814,86290,19.1,637.3855603,"(40362.7, 42724.4]",40.3,38.8,42,"Muskingum County, Ohio",0.0245,49.4,11.7,37.9,,6.2,42.9,9.8,54.8,8.3,61.9,46,42.6,41.9,25.1,92.5874256,3.292410714,0.348772321,0.23484003,48.00210151,5.739536774,211.5
1962.667684,9,453.5494221,41797,2679,11.5,0,"(40362.7, 42724.4]",49.6,46.4,52.5,"Cheyenne County, Kansas",2.09,61.8,21.4,18.5,,12.7,31.5,16.9,59.7,1.9,79.7,53.3,39.3,33.5,9.7,94.7054437,0,1.15585384,3.243847875,52.77337559,10.77586207,150
188,90,436.3,32889,47774,29.7,0,"[22640, 34218.1]",27.4,26.2,28.6,"Lincoln Parish, Louisiana",2.56,35,12.4,14.7,57.8,15.1,27.7,20.8,53.3,11.9,63.4,51.5,45.7,30.3,17.9,54.36228854,40.89843503,1.790956514,1.055988511,37.25318889,4.279213153,205.7
345,177,420.9,39078,68066,20,0,"(37413.8, 40362.7]",40.4,39.4,42.1,"Walker County, Georgia",2.59,51.3,20.3,35.3,41.1,3.3,37.2,9.7,51.7,8.4,59.8,,43.4,35.8,20.5,92.37607088,4.583729955,0.376363769,0.609211393,51.45011601,6.366601435,212.7
77,39,402.1,31607,14638,26.4,0,"[22640, 34218.1]",39.4,36.1,43.4,"Walthall County, Mississippi",2.58,46,9.8,29,,0,41,6.6,46,11.1,50.4,,31.3,42.3,24.7,53.19134731,45.1862732,0.260381893,0.574175457,45.33935081,4.465958776,202.5
136,55,487.2,38366,23609,17.2,0,"(37413.8, 40362.7]",39.3,37.1,41.5,"Itawamba County, Mississippi",2.54,51.9,8,35.3,,3.4,31.8,8.8,50,9.3,61.2,46.6,41.5,39,22,91.71463903,6.528506247,0.217474735,0.571404205,53.67289191,5.256362966,193.2
86,43,369.7,42291,20573,18.3,0,"(40362.7, 42724.4]",38.1,37.4,38.9,"Gonzales County, Texas",3.07,51.1,35.8,37.9,,1.1,33.7,10.1,54.9,6.5,49.1,38.2,33.3,35.7,22.6,56.41978981,6.702359707,0.094189966,33.72992267,51.15022387,6.233766234,179.2
1348,490,368.1,32215,422156,34.5,9.475170316,"[22640, 34218.1]",31.2,29.2,33,"Cameron County, Texas",3.42,48.9,22.9,33.7,,2.9,24,11.8,49.5,10,34.8,28.6,24.6,38.8,28.9,92.09301658,0.570885782,0.65175728,5.414083604,52.47363684,6.202803162,131.2
1860,628,503.5,69228,377647,13.4,66.19938726,"(61494.5, 125635]",36.8,34.9,38.6,"Orange County, New York",2.9,49.9,13.2,31.5,,9.1,29.3,17.2,59.5,7.3,71.9,,54.5,31.1,17.9,75.09536901,10.05636894,2.59574196,8.511018051,54.25001996,5.163242125,173.6
174,67,453.4,45964,32416,16.2,0,"(45201, 48021.6]",40.7,40.2,41.1,"Jefferson County, Indiana",2.37,49.9,18.9,36.6,,1.2,39.5,10.7,54.3,9.2,68.1,,48.2,33.9,15.3,94.90339876,1.938187533,0.83505377,0.961390318,49.27524815,6.689494925,169.5
34,15,410.9,40545,5434,19.9,0,"(40362.7, 42724.4]",46.4,43.3,47.7,"Tripp County, South Dakota",2.08,55.1,12.9,52.2,17.7,17.2,34.7,17.5,65.4,2.1,63.7,46.5,28.5,37.9,20.7,82.0494186,0.090843023,0.454215116,0,45.48274525,6.67996012,162.1
782,320,457,54606,149585,13.8,73.53678511,"(54545.6, 61494.5]",40.4,39.1,41.9,"Washington County, Maryland",2.5,49.4,18,33.7,,8.5,38.1,12.3,56.5,8.5,68.9,53.5,48.7,36.3,20.5,83.71072553,10.27333021,1.669458029,0.653178804,49.83858598,5.93936457,181
38,14,483.4,31996,5146,19.2,0,"[22640, 34218.1]",49.4,47.7,50.4,"Pickett County, Tennessee",2.25,66.7,7.5,62.7,,0,38.4,4.8,50.6,4.9,60.2,40.5,31.2,44.1,21.8,97.68491269,0.74553659,0,0,63.15789474,8.686210641,160
193,86,488.1,45288,28898,17,0,"(45201, 48021.6]",42.2,39.3,45.4,"Montgomery County, Illinois",2.17,52.5,25.9,26.1,,8.6,41.7,8.2,39.7,5.4,69.2,47.8,40.2,44.4,22,89.2326564,8.753577757,0.487256372,0.296442688,52.71734183,8.704627559,208.6
299,101,493.5,49569,43017,12,511.4257154,"(48021.6, 51046.4]",44.2,43,45.9,"Cerro Gordo County, Iowa",2.17,51.7,8.9,39.1,,11.5,31.8,16,63.4,4.4,73.8,,46.9,37,15.9,95.04151238,1.251121179,1.131528714,0.572663922,46.38557303,5.751533742,154.2
68,29,374.9,41010,13852,15.3,0,"(40362.7, 42724.4]",44.5,44.2,45,"Hardy County, West Virginia",2.69,50.1,24.9,54.2,,3.9,47.7,9.3,53.7,7.9,65.8,,46.9,38.2,19.1,94.69001148,4.355625718,0.46641791,0.215269805,51.41582622,2.955003358,153
70,29,437.9,49507,10676,12.4,655.6762833,"(48021.6, 51046.4]",45.9,44.4,46.7,"Guthrie County, Iowa",2.34,59.6,7,30.7,,10.4,39.3,13.7,61.7,5.4,74.4,54.2,44.5,35.9,15.6,97.71880819,0.754189944,0.148975791,0.456238361,54.80726628,4.965920156,168.5
1962.667684,16,453.5494221,45856,5428,11.4,0,"(45201, 48021.6]",44.7,44.2,45.5,"Phillips County, Kansas",2.29,60.5,33.2,13.9,45.3,7.6,35.3,15.5,63.1,4.3,75.8,55.3,44.5,33.4,15.5,96.85511725,0.381748773,0.18178513,0.163606617,55.04469987,9.342230696,171.1
1511,661,463.1,41316,231900,18.9,12.93661061,"(40362.7, 42724.4]",43.3,41.2,45.4,"Mahoning County, Ohio",2.32,45.1,16.4,31.8,43.3,8.4,38.1,14.2,53.7,9.5,63.8,49,44.3,40.7,24.3,80.24642933,15.5024515,0.793860584,0.769985078,42.50741385,4.348522463,190.7
43,21,434,41363,9067,20.7,0,"(40362.7, 42724.4]",35.5,32.3,42.9,"Mitchell County, Texas",2.45,45.9,41.7,32.3,,1.8,33.4,8.5,38.4,5.5,63.6,,38,29.9,13,80.43407133,10.97175264,0.479877849,5.376813175,56.62913186,2.90368272,211.8
56,28,423.4,41207,8159,16.2,0,"(40362.7, 42724.4]",48.6,48,49.6,"Hamilton County, Texas",2.52,56.1,28.3,54.2,13.6,3.9,33.2,15.4,48.3,5.9,61.7,,35.3,42.1,18.9,96.9634648,1.016210985,0.241954996,0.568594241,56.75931775,5.684931507,182.8
100,48,469.3,40526,19103,18.9,0,"(40362.7, 42724.4]",39,36.2,40.3,"Pierce County, Georgia",2.72,50.2,21.4,44.9,,2.8,39.3,7.7,,8.9,54.2,41,35.2,37.7,21.4,86.42653428,7.821907679,0.485898384,2.070349636,51.56748911,7.704581719,219.8
250,101,419.3,53203,45463,14,0,"(51046.4, 54545.6]",44.1,42.6,45.2,"Burnet County, Texas",2.58,55.9,23.2,39.8,,3.9,31.9,15.6,52.4,5.1,61.3,44.2,36.5,37.5,19.2,93.19952881,2.34913012,0.310347952,2.374048568,55.08264463,4.124513619,160
489,169,532.7,51576,81251,16.6,12.30754083,"(51046.4, 54545.6]",39.4,38.2,40.5,"Clinton County, New York",2.32,46.3,12,30.9,,9.2,35.3,11.9,51.9,6.9,72.6,54.2,49.2,37.4,18.2,91.46599743,4.290873477,1.342963824,1.174022158,46.37281334,4.275633043,182.1
160,70,415.9,46943,30506,18,0,"(45201, 48021.6]",42.3,41.8,42.9,"Vernon County, Wisconsin",2.54,58.6,25.6,40.4,,2.2,38.1,13.5,57.8,4,63.6,,42.4,33.2,16.5,97.29185244,0.501998084,0.48548499,0.67703689,56.98248001,7.467204844,168
19,8,349.5,46503,4281,13.9,0,"(45201, 48021.6]",39,38.4,39.6,"Oneida County, Idaho",2.66,61,17.1,61.3,,1.6,38.4,10.1,54.5,6.7,74.6,55.1,46.8,32.9,11.7,96.91401649,0,0,0.376914016,60.68268015,5.384615385,141
1424,672,444.9,37704,204737,20.8,161.182395,"(37413.8, 40362.7]",49.2,48.3,50,"Mohave County, Arizona",2.43,49.5,25.7,40.3,,2.8,35.7,7.6,39.5,13.2,50.5,30.1,25,52.9,29.2,89.04564275,1.127054219,1.227859679,2.935159961,48.43873713,4.575797025,196.6
53,26,394.5,37497,8338,22.6,0,"(37413.8, 40362.7]",47.1,47,47.3,"Coleman County, Texas",2.49,61.5,33.6,37.9,,2.1,41.1,9.2,46.7,8.2,46.8,28.9,25,44.3,22.8,93.40440487,2.366447985,0.820056232,1.546391753,57.94419971,3.569230769,182.5
1080,398,477.4,56718,180143,13.7,22.20458192,"(54545.6, 61494.5]",43.1,42.1,44.3,"Ulster County, New York",2.44,46.9,10.6,30.1,,10.5,30.2,16.5,56.4,9.3,70,,48.5,34.7,17.8,86.63872035,5.863761721,1.879757308,1.701047987,46.72683306,4.324719649,170.8
125,49,456.9,37243,21190,23.6,0,"(34218.1, 37413.8]",42.1,40.4,43.8,"Meriwether County, Georgia",2.65,48.7,35.9,30.1,28.9,5.1,39,5.9,45,12.8,51.2,,34.6,42.6,25.2,57.56679345,38.31056017,0.577546133,1.554209513,47.19879139,6.365870002,173.9
1962.667684,36,453.5494221,65373,23298,10,0,"(61494.5, 125635]",34.7,34.7,34.6,"Pottawatomie County, Kansas",2.72,62.3,9.2,35,,6.5,31.2,21.2,64.8,3.7,80.4,66,52.1,23.8,10.7,94.08618785,1.290607735,0.901657459,0.685082873,62.60986328,8.095893103,153.9
74,23,402.1,58487,16510,9.4,0,"(54545.6, 61494.5]",49.4,49.7,49,"Park County, Colorado",2.2,59.2,16.9,41.4,28.6,13,25.5,20.4,63.8,5.6,71.8,,45.9,28.1,15.2,95.8860955,0,0.963617271,0.148248811,53.94179533,4.06824147,137.9
108,57,278.5,68471,40889,10.8,24.45645528,"(61494.5, 125635]",35.9,36.1,35.8,"Pierce County, Wisconsin",2.51,51.5,5.8,18.6,,5.8,32.6,19.1,68.1,3.6,79.4,67.4,61,23.5,12,96.4141278,0.485306012,1.107870291,0.428932082,55.33372867,4.109589041,149.8
11,4,293.6,46404,2219,14.2,0,"(45201, 48021.6]",49.8,50.4,47.7,"Garfield County, Washington",2.3,61.9,11,32.9,,8.5,29.4,19.6,49.1,7.4,62.8,,34.8,44.9,21.6,97.44394619,0,1.210762332,0,58.13221406,13.55498721,115
15,7,330.7,40837,4081,26.5,0,"(40362.7, 42724.4]",40.8,39.3,47,"Concho County, Texas",3.3,50.7,33,46.7,,5.8,30.1,8.2,27.8,2.8,58.6,41,37.4,43.9,24.3,93.53891336,0.513950073,0.783162017,4.478707783,61.13161132,11.55660377,156.8
56,24,436.4,41409,9719,19,0,"(40362.7, 42724.4]",44.3,41.5,45.4,"Cumberland County, Virginia",2.45,45.8,7.8,42.1,,9,36.5,10,56.7,10.1,57.4,40.9,33.5,40.2,21.5,63.01856172,33.14737803,0,0,44.61615155,7.259953162,179.2
55,16,447.7,125635,13892,3.2,0,"(61494.5, 125635]",37.7,37.1,38.6,"Falls Church city, Virginia",2.57,55.3,4.1,17.5,,37.5,7.5,34.4,72,4.2,92.3,78.2,70.7,13.5,2.7,77.63751127,2.126540427,11.42921551,3.554253081,53.27138986,3.066180935,137.6
623,227,485.9,71294,106869,8.3,28.0717514,"(61494.5, 125635]",42.6,41.4,43.7,"Warren County, New Jersey",2.52,54.5,14.6,27,45.2,13.2,34,19.7,61.3,9,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,2.70829836,2.343647996,54.94516044,4.839230894,175.1
819,344,455,51237,161448,14.9,12.3878896,"(51046.4, 54545.6]",38.9,37.7,40.2,"Rock County, Wisconsin",2.47,50.2,12.7,42.1,,5.8,36.8,13.4,60.1,8.5,69.7,54.4,50.3,35.4,19,90.11553753,3.491634884,1.151020053,1.185861741,47.85966011,6.125337107,186.8
168,78,390.6,38474,29724,17,0,"(37413.8, 40362.7]",46.1,44.5,48.6,"Carroll County, Virginia",2.37,56.5,7.5,41.7,47.1,3.6,34.5,10.5,52.8,6.7,62.9,45.1,37.1,38.8,19.4,97.75254555,0.92778671,0.190916399,0.080385852,53.30729997,5.65626049,172.5
100,43,390.3,52791,18550,12.1,0,"(51046.4, 54545.6]",40.9,39.2,42.2,"Poweshiek County, Iowa",2.31,49.8,7,18.5,,2.8,36.8,15.3,,4.8,77.1,58.5,50.1,32.5,14.8,94.83025929,1.160117616,2.090350174,0.251269714,50.51013468,4.270952928,154.2
875,288,452.9,69432,208713,9.6,158.111857,"(61494.5, 125635]",37.9,37.2,38.6,"Shelby County, Alabama",2.66,57.4,13.1,27.8,,12.5,21.4,26.9,63.7,5.5,80.5,67.4,58.5,21.5,9.5,81.3079153,11.76239375,2.037537464,3.332678229,58.76956073,4.49704142,154.8
390,164,448.4,54101,81162,11.8,12.32103694,"(51046.4, 54545.6]",38.1,36.6,39.5,"Bartholomew County, Indiana",2.57,54,19,42.3,,12.7,34.3,18.1,62.2,5.4,74.8,60.6,56.8,26.5,11.9,87.05716586,1.986463366,4.935336151,4.068538647,51.78583131,5.180542459,185.4
549,234,493.1,49044,113972,20.9,96.51493349,"(48021.6, 51046.4]",35.2,34.4,36,"Terrebonne Parish, Louisiana",2.78,47.7,24.4,42.9,,4.5,40,9.8,55.6,5.5,59.8,47.8,42.6,32.8,20.1,71.23077469,18.53435277,0.913590321,0.777882244,47.74235394,5.230870955,213.2
71,37,463.9,34172,12181,25,0,"[22640, 34218.1]",39.6,38.5,41.7,"Okfuskee County, Oklahoma",2.72,47,30.3,39.2,,5.7,37.3,7.7,40.9,9.6,46.3,33.7,27.3,43.2,27.5,63.65120836,7.797191378,0.261267146,0.775636839,50.22233202,7.418397626,237.1
264,101,471.4,34395,59362,30.4,522.2196018,"(34218.1, 37413.8]",30.1,29,32,"Jackson County, Illinois",2.36,37.8,4.9,23.2,,10.3,25,18.9,51,10.4,69.1,56.3,43.6,32.7,19.5,77.33899956,14.53287197,3.329190043,0.957436087,38.03762292,3.217455621,171.5
269,110,484.8,52650,45876,8.3,0,"(51046.4, 54545.6]",41,39.8,42.2,"Auglaize County, Ohio",2.49,58.4,16.5,39.9,,4.7,43.9,11.6,63.4,5,78.2,,55.4,30.7,14.2,97.39280187,0.451245831,0.512283914,0.364048569,56.72511405,6.028766704,189.7
258,100,434.1,49552,41666,12.8,0,"(48021.6, 51046.4]",46.4,45.4,47.3,"Susquehanna County, Pennsylvania",2.41,55.5,17.7,40.1,,7,46.7,10.8,54.4,7.7,71.5,53,45.8,34.3,14.9,97.86400434,0.545209941,0.276145295,0.302107673,54.01155144,4.344746163,163.6
1962.667684,28,453.5494221,51343,11041,10.4,0,"(51046.4, 54545.6]",46.5,44.4,48.6,"Pope County, Minnesota",2.23,63,20.2,32.3,,6.9,34.1,16.1,60.7,4.1,76.8,55.4,43.2,37.6,15.5,97.52466204,0.548045305,0.356229448,0.447570332,56.62299854,8.178625188,154.5
155,46,404.9,79857,52849,4.3,18.9218339,"(61494.5, 125635]",33.8,33.3,34.2,"Lincoln County, South Dakota",2.74,62.1,15.9,22.8,,14.4,21.8,27.2,75.9,1.9,88,,63.1,16,6.3,94.9773429,1.03460721,0.90227373,0.649637085,62.84304485,7.080078125,120
73,35,345.6,29782,21903,38.8,0,"[22640, 34218.1]",32.3,30.8,35.2,"Willacy County, Texas",3.51,44.3,24.7,49,,0.5,35.5,6.4,31.7,11.5,27.2,20.7,18.8,45.3,34.1,94.7913826,1.649850014,0.063630579,2.854285974,52.81829642,4.799131379,167.3
225,88,487.1,44077,37927,17.4,26.36644079,"(42724.4, 45201]",39.2,35.3,41.8,"Knox County, Indiana",2.4,48.5,11.2,30.2,56,2.6,37.8,9.7,57.7,6.1,66.2,50.8,46.6,34.1,18.7,94.45115864,2.974094898,0.578004309,0.514949293,48.58921443,3.923660503,183.5
76,27,398.5,35049,13170,25,0,"(34218.1, 37413.8]",44.9,43.8,47.1,"Choctaw County, Alabama",2.37,48.3,17.4,43.1,,2.8,36.8,7.4,40.4,13.6,56,39.9,34.3,44.8,24.2,55.89399029,43.30720418,0,0.014930944,45.20179372,4.317548747,137.6
87,39,400.9,40305,16912,16.8,0,"(37413.8, 40362.7]",43,41.6,44.5,"Taylor County, West Virginia",2.45,52.3,9.2,44.6,,5,43.6,11.7,48.9,9.5,63.7,45.9,43.9,42.6,20.6,97.26100018,0.948341874,0.960122519,0.035341933,52.0647653,6.801152738,172.2
196,77,438.6,41085,37052,18.6,0,"(40362.7, 42724.4]",38.7,37.5,40.3,"Independence County, Arkansas",2.52,53.2,11.8,30.9,,5.3,38.9,10.4,52.5,6.9,57.6,44.1,38,40.3,23.9,94.40625677,2.054016021,0.868694523,0.495237064,51.58730159,4.404237591,170.1
314,129,429.7,48461,66746,17.1,344.589938,"(48021.6, 51046.4]",37.5,36.3,38.9,"Harrison County, Texas",2.76,53.3,12.5,34.5,,4.3,34,14,55.6,7.7,60.7,47.8,43.4,31.5,17.9,72.92711203,21.66463405,0.525467877,2.773386332,56.07321838,5.790913336,176.3
75,32,407.5,42839,22255,14.6,0,"(42724.4, 45201]",31.1,30.2,31.6,"Moore County, Texas",3.21,59,31,29.7,,1.4,26.1,9.5,67.4,4.1,59.4,50.7,46.5,26.8,18.1,79.58798977,2.948700687,8.482563619,5.637089897,63.00594806,10.43646945,179.8
68,35,365.2,33707,9201,22.1,0,"[22640, 34218.1]",53.5,53.2,53.8,"Hickory County, Missouri",2.25,58.3,21.7,41.4,,4.7,42.7,6.5,37.9,12.6,50.7,25.9,20.6,53.2,24.8,96.74343867,0.171397965,0.257096947,0.224959829,54.73812424,1.330671989,179.4
24,10,337.1,31227,6251,29.9,0,"[22640, 34218.1]",46.1,45.5,46.9,"Saguache County, Colorado",2.39,52.1,35.2,28.6,,6.8,24.7,17.9,49.4,9.7,33.3,24.6,19.2,46.1,32.4,87.6563001,0.368707919,1.122154537,6.588650208,44.03387221,7.037358818,145.4
195,83,475.7,39721,25164,18.5,0,"(37413.8, 40362.7]",48.9,47.9,49.9,"Gladwin County, Michigan",2.3,57.2,24.9,36.2,,3.5,40.2,7.6,41.2,11,61.6,,32.1,49.8,21.6,97.57656562,0.360770166,0.411748559,0.082349712,53.97810219,6.390328152,196.5
178,82,343.3,53440,48417,14.3,0,"(51046.4, 54545.6]",38.5,36.5,40.3,"Medina County, Texas",2.98,54.3,25.4,33.3,39.5,1.9,31.9,13.2,52.4,6.6,65.2,48.9,42.3,33.6,16.7,90.23885888,2.276755571,0.282748143,4.205351114,58.77796327,9.143368819,155.6
1006,396,490.4,45979,198788,18.4,5.030484738,"(45201, 48021.6]",36.1,34.8,37.4,"Calcasieu Parish, Louisiana",2.55,47.3,15.4,35.2,,6.1,35.8,14.4,56.9,8.3,62.2,48.3,42.6,33.7,19.6,70.80255453,24.90262243,1.315043877,0.515092885,46.04447395,6.064227035,192.2
43,18,432.6,26083,9150,42.6,0,"[22640, 34218.1]",32.7,30.7,33.6,"Claiborne County, Mississippi",2.74,26.2,9.9,33,54.8,2.3,29.8,8.5,32.3,17.5,37.9,26.6,23.5,52.9,36.7,13.6227224,84.86602358,0.921757771,0.182207931,25.50125313,5.663430421,175.9
326,130,392.2,58883,71735,12.3,655.1892382,"(54545.6, 61494.5]",41.6,40.3,43,"Kauai County, Hawaii",3.07,51.8,7.1,43.3,,2.7,30,18.8,61,5.4,72.8,57.4,52.1,32.5,17.6,33.28837296,0.670100874,35.64018309,0.665796157,54.70653872,4.798813776,149.4
992,409,485.5,43169,144590,13.5,186.7349056,"(42724.4, 45201]",43.8,42,45.6,"Schuylkill County, Pennsylvania",2.38,48.7,16.3,41.8,,8.6,47.7,9.8,52.2,8.8,71.6,52.3,47.8,36.7,16.6,94.23408035,2.761000273,0.500136649,1.003689533,48.41855381,4.779878415,186.6
645,231,455.2,70358,158192,6.4,113.7857793,"(61494.5, 125635]",37.4,36.3,38.5,"Hendricks County, Indiana",2.76,57.9,19.5,34.8,,9,28.9,23.5,65.1,5.3,82.3,69.5,63.8,19.8,8.4,89.29579301,5.765959527,2.396454525,0.847264314,60.63639025,4.891733624,167.4
724,281,414.8,50106,148513,15.4,188.5356837,"(48021.6, 51046.4]",38.4,36.8,40.1,"Mesa County, Colorado",2.43,51.7,16.5,27.9,52.1,3.4,29.1,17.7,57.8,8.7,63.2,48.7,40.7,36.5,20.2,92.79800317,0.746783555,0.61014381,2.090182231,49.53981255,7.265243902,153.9
107,51,547.8,24265,17878,47,0,"[22640, 34218.1]",38.8,37.2,40.4,"McCreary County, Kentucky",2.56,47.4,19,48.9,,0,40.5,3.2,30.4,19,42.5,24.1,20.1,57.2,39.1,90.75051386,5.988556191,0,0.688850619,51.10721682,1.549958483,265.8
1962.667684,727,453.5494221,52862,446903,15.4,170.0592746,"(51046.4, 54545.6]",37.6,36.8,38.4,"Washoe County, Nevada",2.58,47,15.9,28.7,,7.8,24,18.2,59.6,9.1,65.4,,45.7,28.1,15.6,80.45763518,2.406331677,5.309883017,5.805723428,45.20183955,5.642578635,166
56,19,528.4,36466,6966,17.1,0,"(34218.1, 37413.8]",47.7,47,48.4,"Tucker County, West Virginia",2.26,60.5,7,50.6,,0,52.7,7.1,51.7,7.6,68,,46.1,39.3,17.9,98.16408491,0.229489386,0.602409639,0,56.87707641,3.868613139,168.1
169,75,493.1,34116,28024,24.8,0,"[22640, 34218.1]",41,40.2,41.5,"Adams County, Ohio",2.56,52.8,16.5,47.2,32.8,3.5,43.6,6.4,46,13.4,49.6,37.2,34.6,46.4,31,97.4281767,0.382585285,0.109816147,0.092103865,50.47890956,4.079365079,217.2
141,64,474.6,40975,28296,18.5,0,"(40362.7, 42724.4]",36.7,34.7,38.3,"Tate County, Mississippi",2.67,44.8,19.8,30.6,,1.7,29.6,11.3,51.4,10,60.6,46.2,40,36.3,20.6,67.07372866,30.78303713,0.362484603,0.464543375,46.8612555,5.503910285,215.5
538,230,436.4,55555,159436,12.8,62.72109185,"(54545.6, 61494.5]",30.7,29.8,31.8,"Ector County, Texas",2.91,49.1,20.9,37.2,,5.5,28.7,10.6,64.1,5.2,57.7,,44.6,25.3,15.8,85.33468845,4.247210094,0.837139017,6.015766564,48.81261304,10.58379177,190.1
3980,1357,466.7,77330,840900,8.3,89.19015341,"(61494.5, 125635]",37.7,36.6,38.9,"Middlesex County, New Jersey",2.85,51.6,9,22.1,54.8,14.1,26.3,24.5,60.4,7.5,74.6,64.2,59.8,23,12.1,61.04600747,9.84306877,23.23810671,3.426592798,55.65982883,5.074989438,156.7
20,11,426.4,39936,3019,15.2,0,"(37413.8, 40362.7]",49.9,50.5,49.3,"Perkins County, South Dakota",2.21,59.7,18.5,34.8,38.5,8.1,37.6,13.4,61.5,4.5,72.1,52.9,33.1,33.9,13,96.71251258,0.10063737,0,0.16772895,54.28790199,10.27131783,209.6
1177,436,515.2,55371,198712,15.3,714.6020371,"(54545.6, 61494.5]",39.7,38,40.9,"Sangamon County, Illinois",2.35,47.7,15,25.3,45.1,14.6,28.1,20.9,60.8,7.9,72.3,55.8,50.8,34.7,18.6,82.70490815,12.35830285,1.781263818,0.755215661,44.21547928,4.889917894,185.5
67,28,507.2,30675,10458,31.4,0,"[22640, 34218.1]",39.5,37.8,41.2,"Lowndes County, Alabama",2.49,34.8,33.9,34.8,29.5,1.8,35.3,10.2,40.9,13.2,54.7,,28.9,45.8,25.4,25.49804506,74.05511078,0,0,32.83512377,3.731942215,211.9
2780,1022,485.9,64632,556779,12.3,474.1558141,"(61494.5, 125635]",37.5,36.1,38.8,"New Castle County, Delaware",2.63,45.2,14,31,,12.4,28.6,20.6,60.8,7.4,73.4,59.9,55.4,30.5,17,65.46940469,24.20098136,5.044183224,2.547835595,46.45074851,4.724925622,177.2
1962.667684,49,453.5494221,53552,25673,11.5,0,"(51046.4, 54545.6]",35.1,33.8,36.5,"Lyon County, Minnesota",2.46,51.3,7.3,23.5,61.3,7.9,35.1,18.6,69,5.3,76.7,62.4,51.4,29.5,15.3,89.67664111,2.926183898,3.330868905,2.840577454,50.33139185,5.799293999,163
26,8,399,45666,5009,12.2,0,"(45201, 48021.6]",39.6,38.3,43.6,"Garfield County, Utah",2.75,59.9,30.7,30.3,,0.9,34.5,13.2,50.5,8.6,67.1,44.3,38,30.1,11.6,95.10751628,0.769382521,0.808838035,0.157822056,58.65219874,3.098290598,105.4
21,6,542.1,67172,2954,8.8,0,"(61494.5, 125635]",40.1,38.1,42.9,"Stanley County, South Dakota",2.34,60.1,9,63.5,27.5,0,34.7,15.5,72.4,1.4,74.6,59.4,47.7,29.3,14.2,89.33153275,0,0,0,53.62776025,10.5345912,159.7
1962.667684,52,453.5494221,47493,19303,11.1,0,"(45201, 48021.6]",41.7,41.2,42.3,"Dickinson County, Kansas",2.45,58.6,12.4,44.1,,4.7,36,13.6,58.1,6.7,74,,42.3,34.5,15.6,94.50194712,0.517524083,0.292068047,0.799344128,55.21605727,6.565530962,181.2
370,138,495.6,41921,60714,16.5,378.8253121,"(40362.7, 42724.4]",41.8,40.6,42.9,"Stanly County, North Carolina",0.0247,51.5,21,33.4,,4.5,34.3,11.4,,12.2,64.3,,42.5,36.2,19.7,84.89254943,10.39844188,1.921235929,0.493513353,51.88659315,4.858604091,180.6
47,19,477.8,50014,5773,11.1,0,"(48021.6, 51046.4]",47.8,47.2,48.2,"Audubon County, Iowa",2.15,59.8,21.2,20.4,,4.4,42.3,10.4,62.3,2.6,73,51.2,36.4,37.7,16.7,97.66570114,0.323734878,0.323734878,0,52.95223768,4.757548033,176.9
